Topic,Question,Organization,Answers,Source
SCREEN TIME,How Much Screen Time Is OK for My Kids?,Common Sense,"Kids are spending more time with digital devices -- and at younger ages -- than ever before. The American Academy of Pediatrics (AAP) and the World Health Organization (WHO) have helpful guidelines for limiting screen time for young kids. The reality is, there's no magic number that's just right for every child. What's important is the quality of kids' content, how your kids engage with it, and balancing their time with and without screens in ways that are healthy and support their development.

Simply calling all device use ""screen time"" can miss some important differences. Common Sense research studies identify four main categories of screen time:

Passive: mindlessly watching videos or shows, scrolling, on autopilot

Interactive: playing games, problem-solving

Communication: video-chatting, using social media ​

Content creation: making digital art or music, coding

Clearly, there are a lot of differences between these activities. And as valuable as many of them can be, it's still important for kids' overall healthy development to balance their lives with enriching experiences away from screens. These tips can help:

Pay attention to how your kids act during and after watching TV, playing video games, or hanging out online. There's no need to worry as long as:

They're using high-quality and age-appropriate content.

Their behavior is positive.

Screen time is balanced with other parts of life like sleep, connecting with family and friends, and time outdoors.

If you're worried about too much time on devices, consider creating a schedule that works for your family.

Include limits on how long kids can use devices, the kinds of devices they can use, and the types of activities or programs they can choose.

Get kids' input so the plan teaches critical thinking skills and self-regulation.

Find out what they like to watch, introduce new shows and apps for them to try, or plan a family movie night.

The AAP's guidelines allow for some screen time for children younger than 2. For this age group, parental involvement is essential. They recommend the following for parents and caregivers:

Under 18 months: Avoid screen time other than video-chatting.

Age 18–24 months: Find high-quality programming (if you choose to introduce screen time), and watch or play together.

Age 2–5: Limit screen use to one hour per day of high-quality programs.

Create a family media plan with consistent rules, and enforce them for older kids.

The reality is that most families will go through periods of heavy and light screen use, but as long as there's a balance, kids should be just fine. https://www.commonsensemedia.org/articles/how-much-screen-time-is-ok-for-my-kids",https://www.commonsensemedia.org/articles/how-much-screen-time-is-ok-for-my-kids
SCREEN TIME,Are Some Types of Screen Time Better Than Others?,Common Sense,"For sure. There's a huge difference between an hour spent shooting zombies in an app versus an hour spent composing music online.

That's not to say that everything has to be stamped ""educational"" to provide an enriching experience. With any screen media you choose for your kids (or they choose for themselves) -- movies, games, TV shows, apps -- you want to look for how it engages your child. There's nothing wrong with a little mindless entertainment. But your kids will get more out of their screen time if you consider these ""four C's.""

Connection.
It's really important that kids connect on a personal level with what they're watching, playing, or reading. Are they engaged? Engrossed? Maybe even enlightened? Getting into a storyline or identifying with characters prepares kids for more learning.

Critical thinking.
Look for TV shows, apps, games, and more that take a deep dive into a topic, subject, or skill. Maybe it's games in which kids think through ethical dilemmas or strategize about bypassing obstacles. Quizzes and simple Q&A-style games may be fun and seem educational, but they don't help kids find deep or long-lasting meaning.

Creativity.
Many great learning tools give kids the ability to create something new -- a new level for a video game or a song, for instance. Kids can feel more ownership of their learning when they get to put their own spins on the experience.

Context.
Help your kids understand how their online or screen-time activities fit into the larger world. For younger kids in particular, the discussions and activities surrounding games or movies are key. Being with kids while they play or watch, asking questions about what they're taking away, and doing related offline activities can extend learning. https://www.commonsensemedia.org/articles/are-some-types-of-screen-time-better-than-others",https://www.commonsensemedia.org/articles/are-some-types-of-screen-time-better-than-others
SCREEN TIME,How much screen time is really OK for babies under 2?,Common Sense,"Some parents worry that exposing their kids to any TV or screen time could be damaging. Take it from us: A little bit of media isn't gonna hurt. It's heavy exposure to screen media -- for example, constant background TV, devices in the bedroom, and using media as a babysitter that can have a negative impact on babies' and toddlers' cognitive, physical, and emotional development.

Choosing high-quality media, co-viewing and co-playing, and using media as a means of furthering and cementing your relationship with your kids is absolutely OK. The most important thing is that time spent with screens doesn't replace time spent with a loving caregiver.

According to new recommendations from the American Academy of Pediatrics (AAP), parents can safely introduce digital media to children at 18 months. Relationship-strengthening activities such as videochatting with relatives can be introduced as early as 16 months. Here are some ideas for sharing media with kids under 2 in small amounts (say, 15 or 30 minutes).

Explore new words, ideas, sounds, and pictures online.
Show kids photos of themselves and name parts of their faces.
Scroll through all your pictures, name the people, and talk about them.
Videochat with long-distance relatives. https://www.commonsensemedia.org/articles/how-much-screen-time-is-really-ok-for-babies-under-2",https://www.commonsensemedia.org/articles/how-much-screen-time-is-really-ok-for-babies-under-2
SCREEN TIME,How do I put a stop to screen time (turn off the TV or take the phone away) without causing a meltdown?,Common Sense,"Helping kids regulate their own media use is an ongoing process, and along the way you're likely to experience some struggles when it's time to turn off the TV or any other digital device. Try the tips below when enforcing your screen limits without causing meltdowns or tantrums.

When it's time to transition from TV watching to another activity, using prerecorded shows comes in handy. On traditional broadcast TV, one show flows into another, but when you use the DVR, a DVD, or even a streaming-video service, your kid can turn off the TV when the show is over.

If you don't have any of these options, consider using the ""watch later"" feature on YouTube. The site allows you to select and add videos to a playlist. Your kids can simply watch what you've selected together.

To mitigate the meltdowns, try these things:

Have a plan. Explain beforehand to your kid that he or she can watch a certain number of shows or for a specific time period. Let them know what to expect after the show, too.

Create a routine. Kids who know they have to turn off the TV before a specific activity (like dinner) can sometimes transition more easily.

Show your kids how to turn off the TV. They may enjoy practicing that skill, and it will give them some power over their situation, which they'll appreciate.

Avoid back-to-back shows. If you're using a streaming service, disable the setting that automatically plays the next show in a series.

Try giving a two-minute warning. Prepping kids for the inevitable works for some.

Turn it off and stick to your guns. Some kids react better when they're not warned in advance that the show is ending -- possibly because they've come to expect the fight.

Give praise. If your child successfully transitions to another activity without a meltdown, show your appreciation. Say something like, ""Thanks for turning off the TV and coming to set the table!"" Kids will be more likely to follow through again when they have a positive experience. 

If your baby or child has a tantrum when you take the phone or tablet away, just use your normal consequences. It shouldn't be any different with devices. A lot of parents worry that a tantrum means a child has developed an unhealthy attachment to the phone or tablet, but that's very unlikely. If handing over the phone has become a habit, it'll take some time to curb outbursts. Little kids also don't typically understand the ""five-minute countdown"" (i.e., that they have only five more minutes with the device before they have to give it up.) Babies are very much in the moment -- they want what they want when they want it. Here are some ways that may cut down on tantrums over devices.

Transition into using the phone or tablet together -- such as showing her photos of herself or watching short videos together -- so she'll get used to it being a shared experience.
Begin to show her how you use the phone as a tool, such as to make calls -- not a treat that she gets from being ""good.""
As with everything else she wants and can't have, she'll develop the ability to self-soothe with your help.
What's your strategy for avoiding tantrums when you take the phone away from baby?

The Child Mind Institute contributed to this article. Learn more at childmind.org. https://www.commonsensemedia.org/articles/how-do-i-put-a-stop-to-screen-time-turn-off-the-tv-or-take-the-phone-away-without-causing-a-meltdown",https://www.commonsensemedia.org/articles/how-do-i-put-a-stop-to-screen-time-turn-off-the-tv-or-take-the-phone-away-without-causing-a-meltdown
SCREEN TIME,How do I deal with managing screen time along with online homework?,Common Sense,"If you're like me, you've recently attended your kid's back-to-school night and have made two disturbing discoveries. One, your kid's math classroom smells like old socks. And two, a good amount of schoolwork this year, from homework to group projects, will be on the computer. Managing all that screen time, when your kid's world already feels way too screen-y, seems impossible. We know—a lot of us have been through it. This week, we're sharing our tried-and-true strategies for working this all out. As for the sock smell, you're on your own!

Why all the online homework in the first place?

If homework sounds like ""clickety-clack,"" it's not your imagination. More and more teachers are migrating schoolwork to the computer. While it can be a pain for you to manage, the shift has some real benefits. For starters, kids tend to like it—and that's a good thing where homework is concerned. But online work has a few advantages over pencil and paper.

It's more relevant to kid's lives. Today's kids go to YouTube, Wikipedia, and Khan Academy whenever they want to learn more about something that they're interested in, whether it's skateboarding or the solar system. They can use these same sources for homework because they know and understand them.

It can teach responsible online behavior. It's tough to get away with cyberbullying a classmate on Google Docs when you sit right next to them in social studies. By using digital tools, kids learn valuable lessons that translate directly to the working world such as respectful communication, collaboration, and that what you post has a direct impact on others.

It gives students and teachers instant feedback. Some software, including IXL and BrainPOP, identifies where kids are proficient and where they need work. Pinpointing the trouble spots means kids won't get bored reviewing stuff they know and lets teachers provide tailored instruction to improve students' understanding.

It can introduce kids to new concepts. The internet has approximately a bajillion videos of how atoms combine to create a molecule. Do you want your kid to watch them all? No. Do you want your kid to watch as many as they need to understand the concept? Yes.

It allows teachers to focus on teaching. By automating mundane tasks such as grading, teachers are freed up to spend more time on what's really important—instilling a love of learning in their students.

When is tech not good for kids' learning?

Educational experts agree that technology shouldn't replace many aspects of traditional teaching. All kids learn differently, so a variety of methods is the most effective way of reaching every kid. And honestly, there are some aspects of learning where pencil and paper are just better. For example:

Writing by hand helps kids process information. The brain activity that occurs when you jot notes down helps you retain information better.

Kids can be more expressive. Because it's input-output, technology has its limits on self-expression and creativity.

It's harder to cheat. Technology makes it ridiculously easy for kids to get answers without doing the work.

How can I make sure my kid is not really playing Fortnite when he says he's doing homework?

When kids work online, you have very little visibility into what they're doing. One concern parents have is that if homework is on a laptop, kids can easily switch between studying and gaming without you knowing. Also, YouTube rabbit holes. Your kid's teacher can help you determine the ""school"" side of the screen-time equation. These questions can help guide that conversation:

Ask the teacher how much time should be spent online. Are students expected to do all their homework online, do only some of their homework, or use only a few apps? Some apps time kids' sessions, which gives teachers feedback on an individual student's proficiency—even on individual problems. If you have that data, you can get a gauge of whether your kid is on track, stuck on something, or possibly dillydallying.

Ask the purpose of the technology. It's perfectly OK to ask what software your kid will be using, how it was selected, and what the learning purpose is. There's a huge range of educational apps, websites, and games available, and teachers may use a variety of ways to find the ones that will really benefit kids' learning. Understanding the learning purpose will help you know what to ask when you check in on your kid's progress.

Find out how you fit in. Ask your teacher how you can continue to support your kid's online learning and monitor interactions (if necessary). The software may have a teacher dashboard that can be shared with parents or a parent log-in, or the teacher can give you access to your kid's account.

But, I already feel like we're fighting every day about screen time!

When schools started assigning online homework, a lot of us felt like we were no longer in control of how screen time worked in our homes. How many of us have asked our kid to get off the computer only to have them answer, ""But I'm doing homework!"" Fear not! You can still assert control—and your kid can still get their homework done. Here's how:

Keep the computer in a central location—not the bedroom. Being out in the open will encourage them to stay on task and help you keep an eye on them.

Talk about the myths of multitasking. It's going to make homework last even longer and make it harder to retain information if they skip back and forth between watching PewDiePie and writing an essay.

Ask your kid to show you what they're doing. Understanding the tools their teachers are using with them will help you get a sense of how long things should take and what they're really doing when they're online.

Have a cut-off point. No matter what, make sure kids shut off devices at least an hour before bedtime. Their brains need time to chill so they can get a good night's sleep. You can use parental controls to make this happen automatically if necessary.

Use a productivity app. Apps that help kids stay on task, such as timers, goal-setters, and distraction blockers can be super motivational.

It just feels like too much screen time overall.

Screens are not inherently bad for kids. If they're learning or having fun in a positive way—that's a good thing! But what you might be sensing is that they're missing out on important non-screen activities because so much of their learning and entertainment time is spent with a device. Balance is important for kids (and for everyone else). Here's what you can do to make sure screens aren't taking over your kid's life:

Get some physical activity—away from screens. Stretch, meditate, take the dog for a walk, go for a bike ride, or have a little dance party.

Read. Reading is really good for kids. You can read to your kid (even older tweens benefit from being read to), take turns reading pages to each other, or just sit together reading your own stuff.

Establish device-free times and zones. Having non-negotiable boundaries around when tech is not welcome—for example, at dinnertime or in bedrooms at night—helps kids find other stuff to do that's not screen based.  https://www.commonsensemedia.org/articles/how-do-i-deal-with-managing-screen-time-along-with-online-homework",https://www.commonsensemedia.org/articles/how-do-i-deal-with-managing-screen-time-along-with-online-homework
SCREEN TIME,What's the best way to manage screen time?,Common Sense,"At Common Sense we talk to parents every day who worry and wonder about screen time's effect on their kids' social, emotional, and physical health. When our kids were little, it was about balancing time in front of the tablet or TV with real-world activities. But now, it's about YouTube rabbit holes, texts with people they hardly know, requests for Instagram accounts, and talking to strangers on Fortnite. The hours we hope our children will spend reading books, playing outside, or having IRL conversations (with eye contact!) they spend glued to screens.

According to our research, screen time among American kids is off the charts, having reached more than two hours a day for kids age 0 to 8, with 4.5 for tweens and more than six for teens. (But before you yank that device out of their hands, consider this: Adults are on our screens a staggering nine hours per day.) The data shows that screen time disrupts sleep, causes family tension, and can even affect the social and emotional health of the most vulnerable kids.

So what's a parent to do?

Don't panic—the kids are (probably) all right. And there are some easy ways to see if they're not. Ask yourself, are they:

Getting enough sleep?
Physically healthy?
Connecting socially with family and friends?
Engaged with and achieving at school?
Pursuing interests and hobbies?
If you answered yes to all these questions, you may not have to worry about screen time after all. But pay attention to any ""no"" answers and consider whether screen use is part of the problem.

Screen time red flags

1. Create a family media agreement. Younger kids especially will respond to being included in decisions around screen rules. When introducing a family media agreement to tweens or teens, take the opportunity to share the research and your concerns, and the agreement will seem like a rational approach.

Cellphone Family Agreement
Screen Time Family Agreement
Sample Screen Time Family Agreement
2. Use parental controls. Today there are parent controls for every device, from Alexa to the iPhone to the Switch. They can help you monitor time spent, restrict where kids visit and what they can do (or buy), who they're interacting with, and so much more. The only caveat: Don't let parental controls prevent you from parenting. Navigating the digital world is a constant conversation.

3. Set up device-free times and zones. No laptops or cellphones in the bedroom. No texting after 8 p.m. Charge phones in the kitchen overnight. No devices at the dinner table. Kids crave structure and are often relieved to be free of their devices (it's actually stressful if you never take a break). But the only way to make this strategy successful is for you to follow these same rules.

4. Pause for people. When someone enters the room or the conversation, pressing pause or putting the phone down is essential for manners, connectedness, and teaching kids that people come first.

5. Choose quality. If your kid is using their device to compose sonatas, watch award-winning documentary films, or even play a game that teaches strategy, there may be no reason to stop them. Active or enriching experiences (versus passive consumption) is the key to time well spent in front of a screen.



Sending the screens to Siberia is not the best solution.

Yes, the research shows that kids who are on their screens too much are unhappy, especially the kids who are already at risk for depression or anxiety.

But research also shows that kids who are entirely device-free are unhappy as well. Like it or not, devices are where kids spend their social lives. It's how they communicate, play, learn, and expand their world. So cutting them off can have negative consequences.

Tech acts as an amplifier: It can make a happy kid happier and a sad kid depressed; turns out that different kids need different amounts. And as parents, our challenge is to figure out what that amount is. (Did I mention this wasn't going to be easy?)

One final thought

What works for you and your family today may not work as well tomorrow. And what works for one kid may not work for another. Consider your own families' needs and your kid's nature to figure out rules that work best. By exploring solutions together, we can build healthier, happier families.  https://www.commonsensemedia.org/articles/whats-the-best-way-to-manage-screen-time",https://www.commonsensemedia.org/articles/whats-the-best-way-to-manage-screen-time
"BULLYING, HARASSMENT, DISCRIMINATION ","Do you know of any effective “diversion/intervention” type programming designed for kids who have struggled to maintain a healthy relationship with social media and with classmates on social media? I am looking for an educational resource designed for middle school students who have, unfortunately, used social media to be unkind, bully, promote false information, etc.",AAP,"Answer: The good news is that anti-cyberbullying school-based intervention programs have been shown to significantly reduce cyberbullying. There is less evidence, however, that many of the new digital citizenship school-based programs that strive to teach students how to navigate digital technologies and their social ecosystems in healthy ways actually change students’ behaviors.

What Educators Can Do
Assess whether you need to implement a bullying, cyberbullying or digital citizenship program.
Anti-cyberbullying programs that focus specifically on cyberbullying seem to be the most effective compared to those that focus on general violence prevention or general bullying behavior.
Digital citizenship programs have the benefit of teaching not just about cyberbullying, but overall healthy internet behaviors.
Collaborate and get feedback from key stakeholders— teachers, parents and students— on what type of programs they think would be effective for their school environment and what curriculum to include in a program.
Assess your school culture and resources to provide training programs (e.g., monetary resources, individuals involved in implementation, classroom time).
Strive to provide teachers adequate time and training with curriculum materials to ensure consistent delivery across classrooms.
Implement intervention programs over at least an entire academic year and across K through 12 to improve outcomes, if possible, as recommended across studies by researchers, teachers, and students.
If you are interested in Digital Citizenship programs, we recommend looking at this book chapter by Weinstein and James (2022): Chapter 15: School-Based Initiatives Promoting Digital Citizenship and Health Digital Media Use (see page 369 for table with overview of programs)
These researchers note to avoid curricula that do not align with research such as:
Using the language of “addiction” to characterize everyday media habits.
Describing a causal relationship between media activities and mental health issues (e.g., depression, anxiety, suicide risk).
Emphasizing total screen time without any attention to the types of digital activities that comprise that time.
Including potentially problematic messages and examples of simplistic and likely ineffective instructional approaches (e.g., just telling all students “Don’t compare yourself to others on social media”) (see Weinstein, 2017 for context on why this approach may fall short).
Lessons with a clear implication that offline activities are inherently more worthwhile than any online activities.
 

If you are interested in Anti-Cyberbullying programs, we recommend reading a review and meta-analysis by Polanin and colleagues (2022) who identified programs with 7 different components (none of these components are necessarily more effective):
Skill-building
Example programs: Skills for Life, Relationships to Grow, NoTrap!
Curricula and prepared materials
Example programs: WebQuest, The Cyberbullying Prevention Program, ConRed
Psychoeducation
Example programs: ViSC, Cyber Friendly Schools
Multimedia materials
Example programs: Second Step, Noncadiamointrappola (Let’s not fall into a trap; Italian)
Training
Example programs: Tabby Improved Prevention and Intervention Program (TIPIP)
School Climate or School Policy
Example programs: Olweus Bullying Prevention Program (OBPP)
Group or Individual Targeted Responses
Example programs: Cyberprogram 2.0 (Spain), The Sensitive Development Program against Cyberbullying https://www.aap.org/en/work-in-progress/social-media-and-youth-mental-health-q-and-a-portal/tech-in-k-12-education-questions/tech-in-k-12-questions/tech-in-k-12-education-question-diversionintervention-type-programming/
",https://www.aap.org/en/work-in-progress/social-media-and-youth-mental-health-q-and-a-portal/tech-in-k-12-education-questions/tech-in-k-12-questions/tech-in-k-12-education-question-diversionintervention-type-programming/
"BULLYING, HARASSMENT, DISCRIMINATION ",What Is Online Harassment?,Common Sense,"Online harassment is when someone uses technology -- like cellphones, computers, social media, or gaming platforms -- to bully, threaten, or aggressively hassle someone. A form of cyberbullying, online harassment includes name-calling, stalking, and physical threats. Girls and LGBTQ+ individuals are more likely to experience these types of harassment and abuse.

Parents and caregivers can support their kids by understanding that relationships these days are often played out both online and offline. Kids and teens may need adults' guidance in establishing appropriate boundaries. The tips below can help you help your kids navigate these murky waters so they can avoid harm for themselves and their friends.

Start a discussion. Your kid may not tell you if they experienced online harassment or saw it happen to someone else. But you can bring it up when you talk about online safety, responsible behavior, and how to respond to offensive comments. Tell them about resources such as StopBullying.gov.

Let them know you're always there for them. Remind your kids often that you're always available to talk. While you're at it, remind them that they can also talk to a school counselor, a teacher, or other family members they trust. Knowing that they have a trusted adult to talk to may encourage your kids to open up.

Help them set boundaries. Encourage them to never to do anything that's outside their comfort zones, such as sharing passwords, talking to strangers, or sending sexually explicit photos. (It never hurts to remind them that anything you send can travel far and wide online.)

Take action. Online harassment can be traumatic, and can negatively affect one's mental health. If you find out your kid has been threatened or blackmailed, report the issue to school administrators, law enforcement, or community members who can help.  https://www.commonsensemedia.org/articles/what-is-online-harassment",https://www.commonsensemedia.org/articles/what-is-online-harassment
"BULLYING, HARASSMENT, DISCRIMINATION ",What Should I Do If My Child Is Bullied Online?,Common Sense,"Finding out that your child has been cyberbullied is emotional. You or your child might want to retaliate, but it's best to help your child deescalate the situation. Give them strategies to protect themselves and try to stop the bullying. Here are the immediate steps we recommend for parents and caregivers:

Reassure your child that you love and support them.

Help your child step away from the computer or device and take a break.

If you can identify the bully, and it's another child, consider talking with their parents.

Consider contacting your child's school. If bullying is happening online, it might be happening offline, too.

Empower your child with specific steps they can take (see below).

Kids may not always recognize teasing as bullying. Some kids may also be too embarrassed or ashamed to talk to adults about it. It's important to talk about safe online behavior with kids before they start going online or get their own phone.

To prepare your child for going online, or if you know they're being bullied, share these steps they can take right away:

Turn off the screen. Ignore the attacks and walk away.

Don't respond or retaliate. If you're angry or hurt, you might say things you'll regret later. People who cyberbully often want to get a reaction out of you, so don't let them know their plans have worked.

Block the bully. If you get mean messages through social media, take the person off your friends list or block them. You can also delete messages from the person without reading them.

Use reporting tools. Many apps and websites offer ways you can report or flag bullying. The site might block or suspend the user.

Save or take a screenshot of bullying messages. If the harassment continues, save the evidence. This could be important proof to show parents or teachers if the bullying doesn't stop.

Talk to a friend. When someone makes you feel bad, it can help to talk the situation over with a friend.

Tell a trusted adult. A trusted adult is someone you believe will listen and who has the skills, desire, and authority to help you. Telling an adult isn't tattling -- it's standing up for yourself. And even if the bullying occurs online, your school probably has rules against it. https://www.commonsensemedia.org/articles/what-should-i-do-if-my-child-is-bullied-online",https://www.commonsensemedia.org/articles/what-should-i-do-if-my-child-is-bullied-online
"BULLYING, HARASSMENT, DISCRIMINATION ",What if I see online discrimination?,APA,"The online community often reflects the world we live in. Unfortunately, this includes discrimination, prejudice, hate speech, and bullying. Teach children to critique racist messages and recognize online structural racism. Research shows young people who can critically evaluate racist content experience fewer mental illness symptoms when they witness race-related traumatic events online. Every teen has the chance to help all feel equal and valued by the choices they make online.",https://www.apa.org/topics/social-media-internet/social-media-literacy-teens
ONLINE SAFETY ,How do I teach my kids to protect themselves online?,Common Sense,"Every one of us is willing to do whatever it takes to keep our kids safe. But as kids get older, parental heroics become less and less feasible. So it's on to Plan B: Empowering them to protect themselves. This leap of faith is one of the scariest things we do as parents, but it's also the best way to safeguard them against potential risks—online and off. And you can rehearse. We've got a few simple but incredibly effective methods you can use to help kids practice the self-protection skills they need—including how to recognize red flag feelings, identify typical internet trouble spots, and hear your voice in their head warning ""danger ahead""—so you and your kid can both feel confident in their ability to manage whatever comes their way.

Quick Take
Help kids do a gut check. Instead of telling kids not to talk to strangers, say, ""If someone makes you feel weird, trust that feeling."" Use the tools below to help kids learn to identify and trust their red flag feelings so they make safe choices.
Review the risky spots. Iffy stuff can happen anywhere, but certain types of games, apps, and websites cultivate an edgier environment. Likewise, certain interactions, such as someone asking a kid their gender, should send up big danger signals. Specific examples of these to go over with your kids are below.
Allow for missteps. Taking risks is part of growing up. Your kid may have noticed their red flag feelings, and proceeded against their better judgment anyway. Stress the importance of staying safe and secure—but let them know that if they mess up they can—and should—come to you or another trusted grown-up who can help them get out of any sticky situations.
What are red-flag feelings?
Red flag feelings are those that make you feel uncomfortable, worried, sad, or anxious. While some kids are wired to make their moods known to everyone in shouting distance, some kids have a harder time with negative emotions: admitting them, naming them, managing them, and even trusting them.

How do I teach my kid to recognize red-flag feelings?
It's important to discuss feelings in concrete terms so kids have the words to express what they're experiencing. The goal is to help them learn to manage those feelings without getting overwhelmed or acting out. A clear head helps you make good decisions. This thinking routine helps kids connect their thoughts and feelings:

F.I.R.E. This stands for feel, identify, reflect, and enact. It was co-created with researchers from the Harvard Graduate School of Education as an easy-to-memorize cue to help kids to take stock and think clearly. To work through red flag feelings when kids are online (or anywhere, really), remind them to slow down, pause, and remember F.I.R.E.

Feel. Take the pulse of your emotions. Are you feeling sad, anxious, jealous, excluded, or uncomfortable? If not, what emotion captures how you feel?
Identify. Think about what caused you to have this feeling. What happened? Was it something you—or someone else—said or did?
Reflect. Consider possible responses. What choices of action are available to you? What are the benefits or drawbacks—for you and for others—of each step you might take?
Enact. Take steps to act. How can you move forward to address the situation in a way that feels positive and productive—for you and for others?
The Mood Meter. This app was developed by Mark Brackett at the Yale Center for Emotional Intelligence and it uses colors to help kids identify what they're feeling. It divides feelings into four quadrants—red, blue, green, and yellow—allowing kids to pick the color that best represents their state of mind. Download The Mood Meter and use it with your kids to help them gain self-awareness in any situation.

What kinds of interactions lead to red-flag feelings?
Bullying, insults, and other aggressive behavior are obvious triggers of red flag feelings. But kids may be confused by interactions that seem nice—or start off that way. Feel free to play-act different scenarios based on the games, apps, social media, and other platforms your kids tend to use the most. Be specific about the kinds of conversations kids may encounter so that they can recognize triggers, such as:

Asking to keep any information secret.
Flirting.
Asking about anything private (phone number, address, school name, whether they're a boy or a girl).
Pressuring them or making them feel pressured to do anything.
Causing them to feel untrue to themselves or their values.
Asking to meet in person or requesting personal pictures.
Inviting them to chat but telling them not to tell anyone else.
Encouraging them to move their chat to a different platform than the one they started on.
What should I tell my kids to do when they have red-flag feelings?
Your kids may have good ideas for how to respond when they're experiencing weird feelings, so first ask them how they might respond. Here are some more ideas:

Change the subject, make a joke, or say, ""I don't want to talk about this.""
Log off or quit.
Unfriend the person or block them; create a new account, or report the other user.
Never plan a face-to-face meeting with someone you do not know unless you take along a parent or guardian.
Ask a trusted adult for advice or help if you feel unsure or uncomfortable in any situation.
Don't send private information or photos.
What platforms should I be most concerned about?
Unfortunately, any platform where people interact can provoke red flag feelings. Most apps, games, and social media have safety measures in place, including both human monitors and algorithmic tricks, to suss out inappropriate behavior. And kids are actually pretty savvy about the kinds of interactions that seem off. Still, kids may end up in riskier areas, and they should be extra careful when using:

Anonymous apps. These are apps where users' identities are hidden, and they are breeding grounds for bullying. Ex. Yolo: Q&A.

""Temporary"" message apps. Kids may be emboldened to send things they think won't last—but nothing ever really disappears. Ex. Snapchat.

Random video chatting. These apps connect strangers all over the world—and they're notorious for inappropriate behavior. Plus, video chatting can't be monitored. Ex. HOLLA: Live Random Video Chat.

Livestreaming. There are no take-backs when you broadcast yourself in real time. Ex. BIGO Live—Livestream.

Secret chat rooms. The intimacy of invite-only chat rooms can prompt kids to do things they wouldn't otherwise do. Ex. Discord.

Checking in
Modeling the kind of mind-body connection it takes to trust your gut is one of the most powerful tools you have as a parent—but it doesn't always come naturally. Use the F.I.R.E. method yourself to get comfortable with it. For example, you can say to your kid: ""I feel sad because of something I saw on Facebook. When I feel this way, I log off and do something that makes me feel good—like talking to you."" https://www.commonsensemedia.org/articles/how-do-i-teach-my-kids-to-protect-themselves-online",https://www.commonsensemedia.org/articles/how-do-i-teach-my-kids-to-protect-themselves-online
ONLINE SAFETY ,What Should I Teach My Child About Safe Online Behavior?,Common Sense,"As soon as your kids start going online, it's important to explain your expectations for their behavior. With some guidance from you, they can enjoy their time online and mostly avoid things like cyberbullying and inappropriate content. Here are some basics to share with your child:

Communicate with care. Use the right language for your audience. You might write or speak differently to a teacher, compared with a friend.

Keep private things private. Don't share private information, including passwords, your home address, date of birth, your location, or revealing photos.

Respect others and avoid drama. Be courteous and practice disagreeing politely. Try not to interact with trolls or share gossip.

Don't lie, steal, or cheat. Don't try to deceive others. Remember to give credit where credit is due. And, although it's easy to copy others' work, download things without permission, or cheat in online games, don't do it.

Be an ""upstander."" If someone you know is being bullied, find a way to show your support. If you feel safe confronting the one doing the bullying, you should. If not, a private message to the target of the bullying can be enough to help someone through a tough time. Speaking up against hate speech is important, too.

Report misbehavior. The internet is a giant community, and you can help it be a nicer place.

Follow your family's rules. If your parent or caregiver tells you to avoid certain websites or to stop texting after a certain time, do your best to respect their wishes. The more you act responsibly, the more privileges you'll get.

Think before you post, text, or share. Consider how you and others might feel after you've posted something. It's not always easy to take back what you've said online, and your online behavior can create a lasting footprint.

Check in with your feelings. Some online experiences can have a negative effect on our mental and emotional well-being. If you ever feel uncomfortable, worried, sad, or anxious, try taking a break and reach out to a friend or adult for help. https://www.commonsensemedia.org/articles/what-should-i-teach-my-child-about-safe-online-behavior",https://www.commonsensemedia.org/articles/what-should-i-teach-my-child-about-safe-online-behavior
